Date,Region,Place,Trigger,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed
3/12/2010,Skyline,Rolfson,Natural,,2.5',300',150',Southeast,"9,800'","39.569250000000, -111.273768000000",,,,,,
3/12/2010,Salt Lake,Lewis Peak,Unknown,,,,,Northwest,"9,000'","40.855403000000, -111.482434000000",,,,,,
3/12/2010,Salt Lake,Little Superior,Snowboarder,,2',50',400',Northeast,"10,200'","40.593686000000, -111.660876000000",,,,,,
3/11/2010,Salt Lake,Hogum,Unknown,,,,,Southeast,"9,600'","0.000000000000, 0.000000000000",,,,,,
3/11/2010,Salt Lake,Lone Peak,Unknown,,,,,,,"40.542113000000, -111.773400000000",,,,,,
3/11/2010,Salt Lake,Scotties Bowl,Skier,Facets,"20""",50',300',North,,"40.562167000000, -111.671519000000",1,1,,,1,
3/10/2010,Logan,Goal Post,Skier,Facets,3',250',"1,250'",West,"9,100'","41.710214000000, -111.733103000000",,,,,,
3/9/2010,Logan,Mendon Peak,Natural,Surface Hoar,,,,Northeast,"8,400'","41.683201000000, -112.027845000000",,,,,,
3/9/2010,Salt Lake,Diving Board,Natural,Surface Hoar,2',250',600',Northeast,"9,400'","40.601181000000, -111.719027000000",,,,,,
3/9/2010,Provo,Major Evans,Snowmobiler,,2.5',250',500',Southwest,"10,700'","0.000000000000, 0.000000000000",,,,,,
3/9/2010,Salt Lake,Stairs Gulch,Unknown,,3',"1,000'","3,500'",Northeast,,"40.602680000000, -111.731215000000",,,,,,
3/8/2010,Salt Lake,Y Coulior,Skier,Density Change,"12""",20',200',North,"9,300'","40.559586000000, -111.726580000000",,,,,,
3/8/2010,Ogden,Weber Canyon,Skier,New Snow/Old Snow Interface,"14""",,250',Northeast,"10,000'","40.830145000000, -111.072464000000",1,1,1,,,
3/8/2010,Uintas,Yamaha Hill,Snowmobiler,Depth Hoar,2.5',80',100',Northeast,"10,000'","40.872085000000, -110.973716000000",,,,,,
3/7/2010,Salt Lake,Summit Park,Skier,Surface Hoar,"18""",125',200',Northwest,"7,800'","40.740104000000, -111.626930000000",,,,,,
3/7/2010,Salt Lake,Argenta,Skier,Facets,"12""",10',150',North,"10,000'","40.626261000000, -111.669695000000",1,1,1,,,
3/7/2010,Uintas,Windy Bowl,Natural,,2',600',900',Southwest,"10,400'","40.837710000000, -111.017404000000",,,,,,
3/7/2010,Salt Lake,Soldier Fork,Skier,Surface Hoar,"18""",100',40',Northwest,"8,800'","0.000000000000, 0.000000000000",,,,,,
3/7/2010,Provo,Timpanogos,Skier,Facets,"12""",60',80',Northeast,"8,500'","40.413916000000, -111.616631000000",1,1,1,,,
3/7/2010,Uintas,Uintas,Skier,Surface Hoar,"12""",150',200',North,"9,600'","40.692191000000, -111.195846000000",1,1,,1,1,
3/7/2010,Salt Lake,Lake Desolation,Skier,,,,,North,"9,600'","40.655183000000, -111.609936000000",,,,,,
3/6/2010,Salt Lake,Cardiff Fork,Skier,Density Change,"10""",40',60',Northeast,"10,000'","0.000000000000, 0.000000000000",,,,,,
3/6/2010,Salt Lake,Main Days,Unknown,,"12""",40',200',Northeast,"10,400'","40.605021000000, -111.643667000000",,,,,,
3/6/2010,Salt Lake,Banana Days,Skier,New Snow/Old Snow Interface,"16""",30',300',Northeast,"10,200'","40.607371000000, -111.643925000000",,,,,,
3/6/2010,Salt Lake,Figure 8 Hill,Natural,New Snow,,400',,Northeast,"9,800'","40.592345000000, -111.604314000000",,,,,,
3/6/2010,Salt Lake,west porter,Skier,Surface Hoar,2',100',,North,"9,000'","0.000000000000, 0.000000000000",,,,,,
3/6/2010,Salt Lake,West Monitor,Skier,,,,,Northeast,,"0.000000000000, 0.000000000000",,,,,,
3/6/2010,Ogden,Powder Mountain Backcountry,Unknown,,"10""",500',"1,000'",,"9,000'","0.000000000000, 0.000000000000",,,,,,
3/6/2010,Uintas,Uintas,Skier,Surface Hoar,"14""",100',150',North,"10,000'","40.872507000000, -110.976677000000",,,,,,
3/6/2010,Ogden,Powder Mountain,Skier,,"12""",150',500',Northeast,"9,000'","0.000000000000, 0.000000000000",,,,,,
3/6/2010,Salt Lake,Millicent Back Bowl,Skier,Density Change,"8""",200',300',North,"9,700'","40.592373000000, -111.604786000000",,,,,,
3/6/2010,Salt Lake,White Pine,Natural,,,300',800',Northwest,"10,300'","40.552679000000, -111.664953000000",,,,,,
3/5/2010,Logan,Dugway,Natural,Facets,"18""",,,West,"6,400'","41.826020000000, -111.598434000000",,,,,,
3/5/2010,Salt Lake,Short Swing,Unknown,Surface Hoar,2',50',,North,"9,000'","40.649225000000, -111.622639000000",,,,,,
3/5/2010,Logan,First Dam,Natural,,"12""",60',900',Southwest,"5,700'","41.738235000000, -111.783421000000",,,,,,
3/5/2010,Logan,Oscar Mayer-east,Skier,Surface Hoar,"14""",100',300',North,"8,200'","41.713797000000, -111.735549000000",1,,,,,
3/5/2010,Salt Lake,Broads Fork,Unknown,Surface Hoar,"18""",80',200',Northeast,"8,300'","0.000000000000, 0.000000000000",,,,,,
3/5/2010,Salt Lake,Broads Fork,Unknown,Depth Hoar,2',20',80',Northeast,"8,800'","0.000000000000, 0.000000000000",,,,,,
3/5/2010,Salt Lake,Lambs,Skier,Facets,2',70',125',Northwest,"9,000'","40.702556000000, -111.659430000000",,,,,,
3/5/2010,Salt Lake,Hidden Canyon,Skier,New Snow/Old Snow Interface,"18""",80',,Northeast,"9,500'","40.599519000000, -111.572471000000",,,,,,
3/5/2010,Salt Lake,Eeeny Meeny Miny Moe,Skier,Surface Hoar,"20""",100',900',Northeast,"8,900'","40.609489000000, -111.710186000000",2,1,,,,
3/5/2010,Salt Lake,Big Water,Skier,Surface Hoar,2',200',,Northeast,"8,800'","0.000000000000, 0.000000000000",,,,,,
3/5/2010,Salt Lake,Cardiff Peak,Skier,,"6""",50',,Southeast,"9,800'","0.000000000000, 0.000000000000",,,,,,
3/3/2010,Salt Lake,Salt Lake,Skier,Surface Hoar,2',90',400',Northwest,"9,200'","0.000000000000, 0.000000000000",,,,,,
3/3/2010,Logan,Green Canyon Mouth,Natural,,"12""",200',"1,000'",North,"6,700'","41.763630000000, -111.765718000000",,,,,,
3/3/2010,Logan,Logan Canyon,Unknown,,"10""",,,North,"5,800'","41.832442000000, -111.593778000000",,,,,,
3/1/2010,Salt Lake,Bells Canyon,Skier,Surface Hoar,2.5',70',500',Southwest,"9,200'","0.000000000000, 0.000000000000",2,1,,,,
3/1/2010,Provo,Miller Hill,Skier,Surface Hoar,"18""",60',500',Northeast,"9,500'","0.000000000000, 0.000000000000",,,,,,
3/1/2010,Salt Lake,Monitors,Natural,,"8""",70',600',Southeast,"9,700'","40.642382000000, -111.576505000000",,,,,,
3/1/2010,Logan,Mount Naomi Wilderness,Natural,,,,,Southwest,,"41.844885000000, -111.719799000000",,,,,,
2/28/2010,Uintas,Uintas,Snowmobiler,Surface Hoar,"10""",70',200',North,"10,600'","40.845535000000, -111.017275000000",,,,,,
2/28/2010,Ogden,Mantua,Unknown,,"15""",100',,East,"8,100'","0.000000000000, 0.000000000000",1,1,1,,,
2/28/2010,Salt Lake,Maybird Gulch,Skier,,"16""",,400',North,"8,600'","0.000000000000, 0.000000000000",,,,,,
2/28/2010,Provo,Mill Canyon Peak,Skier,,"18""",30',300',North,"9,800'","0.000000000000, 0.000000000000",,,,,,
2/28/2010,Salt Lake,Bonanza Flats,Skier,Surface Hoar,"12""",40',,Northeast,"8,600'","0.000000000000, 0.000000000000",,,,,,
2/28/2010,Salt Lake,Bonanza Flats,Skier,Surface Hoar,"12""",20',,North,"8,600'","0.000000000000, 0.000000000000",,,,,,
2/28/2010,Logan,Red Banks,Natural,,"12""",20',100',East,"6,500'","41.898763000000, -111.566334000000",,,,,,
2/28/2010,Uintas,Uintas,Snowmobiler,Surface Hoar,"12""",100',150',Northeast,"10,500'","40.838230000000, -111.013756000000",,,,,,
2/27/2010,Salt Lake,Lambs Canyon,Skier,Surface Hoar,"20""",70',70',Northwest,"8,800'","0.000000000000, 0.000000000000",,,,,,
2/27/2010,Salt Lake,Lambs Canyon,Unknown,,,,,Northeast,"8,800'","0.000000000000, 0.000000000000",,,,,,
2/27/2010,Salt Lake,Park City Ridgeline,Skier,Surface Hoar,"14""",40',400',Northeast,"8,800'","0.000000000000, 0.000000000000",,,,,,
2/27/2010,Logan,"South Fork, Millville Canyon",Snowmobiler,Surface Hoar,"12""",100',,Northeast,"8,000'","41.638924000000, -111.753144000000",,,,,,
2/27/2010,Salt Lake,west porter,Skier,,"12""",30',50',North,"9,600'","0.000000000000, 0.000000000000",,,,,,
2/27/2010,Salt Lake,Mt Aire,Skier,,"15""",,800',Northeast,"8,200'","0.000000000000, 0.000000000000",,,,,,
2/27/2010,Salt Lake,White Pine Canyon,Skier,,2',100',200',North,"9,900'","0.000000000000, 0.000000000000",,,,,,
2/27/2010,Salt Lake,Scotts Bluff,Skier,,"12""",80',400',East,"10,000'","0.000000000000, 0.000000000000",,,,,,
2/27/2010,Uintas,Uintas,Snowmobiler,,2',100',175',East,"10,200'","40.827060000000, -110.960369000000",,,,,,
2/27/2010,Uintas,Uintas,Skier,Depth Hoar,2.5',250',300',East,"10,800'","40.728527000000, -110.889988000000",,,,,,
2/26/2010,Salt Lake,Salt Lake,Skier,New Snow,"4""",20',,Northeast,"10,700'","0.000000000000, 0.000000000000",,,,,,
2/26/2010,Provo,Timpanogos,Snowboarder,Surface Hoar,,150',,Northeast,"8,700'","40.423004000000, -111.609249000000",,,,,,
2/26/2010,Salt Lake,Bountiful Ridge,Unknown,Surface Hoar,"15""",100',,,"8,400'","0.000000000000, 0.000000000000",,,,,,
2/26/2010,Ogden,Monte Cristo,Unknown,,,,,,,"41.338412000000, -111.634741000000",1,1,,,,
2/26/2010,Salt Lake,Moonlight,Unknown,Depth Hoar,,,,East,"9,000'","40.616489000000, -111.694294000000",,,,,,
2/26/2010,Salt Lake,Pioneer Ridge,Skier,Surface Hoar,"20""",100',800',East,"10,200'","40.581888000000, -111.578221000000",1,1,1,,,
2/26/2010,Ogden,Taylor Canyon,Skier,Surface Hoar,"18""",500',"1,750'",North,"7,500'","0.000000000000, 0.000000000000",,,,,,
2/26/2010,Salt Lake,Radar Love Bowl,Skier,New Snow/Old Snow Interface,"16""",,,Southeast,"9,700'","0.000000000000, 0.000000000000",2,2,,1,,
2/26/2010,Uintas,Duchesne Ridge,Snowmobiler,Depth Hoar,,150',200',East,"9,800'","40.462556000000, -111.130443000000",1,1,1,,,
2/26/2010,Provo,Timpanogos,Unknown,,,,,,,"0.000000000000, 0.000000000000",,,,,,
2/26/2010,Salt Lake,No No Name,Unknown,,,600',500',East,"9,800'","40.631532000000, -111.564016000000",,,,,,
2/26/2010,Salt Lake,Mt Aire,Unknown,,,,,,,"0.000000000000, 0.000000000000",,,,,,
2/26/2010,Salt Lake,Mineral Fork,Snowboarder,Surface Hoar,2',80',150',Northeast,"9,500'","0.000000000000, 0.000000000000",,,,,,
2/26/2010,Salt Lake,Igloo Chutes,Natural,,,150',150',East,"9,000'","0.000000000000, 0.000000000000",,,,,,
2/26/2010,Salt Lake,Soldier Fork,Unknown,Surface Hoar,2',500',,Northeast,"8,900'","0.000000000000, 0.000000000000",,,,,,
2/26/2010,Salt Lake,MacDonalds Draw,Unknown,,"12""",,,East,,"0.000000000000, 0.000000000000",,,,,,
2/26/2010,Salt Lake,Mary Chutes,Unknown,Surface Hoar,"18""",40',,,,"0.000000000000, 0.000000000000",1,1,,,,
2/26/2010,Logan,Whites Bedground Rd,Snowboarder,Surface Hoar,"12""",70',50',East,"8,100'","41.711431000000, -111.677699000000",,,,,,
2/26/2010,Ogden,Francis Peak,Snowmobiler,,3',100',,Northeast,,"41.022165000000, -111.831679000000",,,,,,
2/26/2010,Salt Lake,MacDonalds Draw,Skier,Surface Hoar,,150',400',East,"9,000'","0.000000000000, 0.000000000000",,,,,,
2/26/2010,Logan,Big Kahuna,Natural,Surface Hoar,,,"1,500'",Northeast,"8,400'","41.693030000000, -112.026592000000",,,,,,
2/26/2010,Logan,Bird Canyon,Natural,Surface Hoar,"12""",,,East,,"41.687170000000, -112.021408000000",,,,,,
2/26/2010,Ogden,Ogden,Skier,Surface Hoar,"12""",50',60',East,"8,900'","0.000000000000, 0.000000000000",,,,,,
2/25/2010,Ogden,Ogden,Unknown,,,,,,,"0.000000000000, 0.000000000000",,,,,,
2/25/2010,Salt Lake,West Willow,Skier,Surface Hoar,"18""",60',400',Northwest,,"0.000000000000, 0.000000000000",,,,,,
2/25/2010,Salt Lake,Neffs,Unknown,Surface Hoar,"18""",200',,North,"8,100'","40.656225000000, -111.744819000000",,,,,,
2/25/2010,Uintas,Renee,Explosive,Facets,,350',600',Northeast,"10,000'","40.832028000000, -111.024914000000",,,,,,
2/25/2010,Salt Lake,Monitors,Skier,Surface Hoar,"15""",150',,North,"9,800'","40.630370000000, -111.570883000000",,,,,,
2/25/2010,Salt Lake,Porter Fork,Skier,Surface Hoar,"12""",800',"1,500'",Northwest,"9,700'","40.666870000000, -111.690445000000",,,,,,
2/25/2010,Salt Lake,Lake Desolation,Unknown,Surface Hoar,"20""",35',50',West,"9,200'","0.000000000000, 0.000000000000",,,,,,
2/25/2010,Salt Lake,Superior,Skier,New Snow,"8""",30',50',Southeast,"10,000'","40.593165000000, -111.660662000000",,,,,,
2/24/2010,Salt Lake,Lake Desolation,Unknown,,,,,,,"0.000000000000, 0.000000000000",,,,,,
2/24/2010,Salt Lake,Mt Aire,Skier,Surface Hoar,"15""",300',"1,000'",North,"8,300'","0.000000000000, 0.000000000000",,,,,,
2/24/2010,Salt Lake,Claytons,Skier,,"18""",20',100',North,"9,200'","0.000000000000, 0.000000000000",,,,,,
2/24/2010,Salt Lake,Porter Fork,Skier,Surface Hoar,"12""",100',200',North,"8,500'","0.000000000000, 0.000000000000",,,,,,
2/24/2010,Salt Lake,Lambs Canyon,Skier,Surface Hoar,"18""",,,North,,"0.000000000000, 0.000000000000",,,,,,
2/24/2010,Salt Lake,White Pine,Unknown,,"12""",60',300',Northwest,"10,000'","0.000000000000, 0.000000000000",,,,,,
2/23/2010,Uintas,Uintas,Skier,Surface Hoar,"12""",70',200',North,"10,400'","40.844983000000, -110.998650000000",,,,,,
2/23/2010,Logan,Miller Bowl,Snowmobiler,Surface Hoar,"12""",35',200',North,"8,700'","41.886523000000, -111.646131000000",,,,,,
2/23/2010,Salt Lake,South Monitor,Skier,,"12""",150',300',North,,"0.000000000000, 0.000000000000",,,,,,
2/23/2010,Provo,UFO Bowls,Unknown,Surface Hoar,"14""",100',800',Northeast,"9,800'","40.416796000000, -111.629634000000",2,2,1,,1,
2/23/2010,Salt Lake,Tolgate Canyon,Unknown,Surface Hoar,"14""",400',,Northeast,"9,200'","0.000000000000, 0.000000000000",,,,,,
2/23/2010,Salt Lake,Cardiff Peak,Unknown,,,,,North,,"0.000000000000, 0.000000000000",,,,,,
2/23/2010,Skyline,Lake Canyon,Snowmobiler,Facets,"18""",600',,North,"10,000'","39.566643000000, -111.301212000000",1,1,,,,
2/23/2010,Salt Lake,Sun Dial,Unknown,Surface Hoar,"12""",100',200',North,"9,000'","0.000000000000, 0.000000000000",,,,,,
2/22/2010,Ogden,Ben Lomond,Skier,Surface Hoar,"12""",100',500',Northeast,"7,800'","0.000000000000, 0.000000000000",,,,,,
2/22/2010,Logan,Green Canyon,Skier,Surface Hoar,"12""",45',100',Northwest,"8,200'","41.796144000000, -111.696281000000",1,1,1,,,
2/22/2010,Salt Lake,Sound of Music,Skier,,,,,East,"9,200'","0.000000000000, 0.000000000000",1,1,,,1,
2/22/2010,Salt Lake,Lower  Days,Skier,Surface Hoar,"12""",200',50',Northeast,"8,600'","0.000000000000, 0.000000000000",,,,,,
2/22/2010,Salt Lake,Lower Mineral,Skier,Surface Hoar,"12""",80',,Northeast,"9,300'","0.000000000000, 0.000000000000",,,,,,
2/22/2010,Provo,Cascade,Skier,Surface Hoar,"18""",200',300',Northeast,"9,600'","0.000000000000, 0.000000000000",,,,,,
2/22/2010,Salt Lake,Lower Mineral,Skier,Surface Hoar,"16""",,,Northeast,"9,700'","0.000000000000, 0.000000000000",,,,,,
2/22/2010,Salt Lake,Main Days,Skier,Surface Hoar,"18""",40',,Northeast,"9,800'","0.000000000000, 0.000000000000",,,,,,
2/22/2010,Salt Lake,Lower  Days,Skier,Surface Hoar,"19""",45',,Northeast,"8,600'","0.000000000000, 0.000000000000",,,,,,
2/22/2010,Salt Lake,Days Headwall,Skier,Facets,"18""",80',,North,"10,200'","40.599775000000, -111.639607000000",,,,,,
2/22/2010,Salt Lake,Upper Mineral,Skier,Surface Hoar,"20""",60',60',North,"9,000'","0.000000000000, 0.000000000000",1,1,,,,
2/22/2010,Salt Lake,Days Headwall,Skier,Facets,,90',,North,"10,200'","0.000000000000, 0.000000000000",,,,,,
2/22/2010,Salt Lake,Ontario Canyon,Skier,,"12""",40',,Northeast,"9,100'","0.000000000000, 0.000000000000",,,,,,
2/22/2010,Salt Lake,Pioneer Ridge,Snowboarder,,"12""",100',400',Southeast,"10,200'","40.582280000000, -111.578135000000",,,,,,
2/22/2010,Salt Lake,Maybird Gulch,Skier,,"12""",50',200',Northeast,"8,800'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Salt Lake,Porter Fork,Natural,,2',,,West,"9,000'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Salt Lake,Porter Fork,Skier,Surface Hoar,2',50',150',West,"8,600'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Ogden,Ogden Mountains,Snowmobiler,Surface Hoar,"12""",,100',Northeast,"9,200'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Logan,Cornice Ridge,Snowmobiler,New Snow/Old Snow Interface,"19""",50',200',Northeast,"9,400'","41.893476000000, -111.663687000000",,,,,,
2/21/2010,Provo,Provo,Unknown,Depth Hoar,3',50',,East,"9,700'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Ogden,Ogden,Skier,New Snow/Old Snow Interface,"16""",60',"2,000'",Northeast,"8,900'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Provo,Bearclaw,Unknown,Depth Hoar,,50',,East,"9,700'","40.375778000000, -111.612296000000",,,,,,
2/21/2010,Salt Lake,Park City Ridgeline,Unknown,Surface Hoar,"12""",40',,North,"8,600'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Salt Lake,Yellow Jacket,Skier,Surface Hoar,"18""",30',,West,"8,800'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Salt Lake,Thomas Fork,Natural,,,,,Northeast,"9,200'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Salt Lake,Neffs,Skier,Surface Hoar,"18""",80',300',Northwest,"9,400'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Salt Lake,Hidden Canyon,Skier,Surface Hoar,"10""",20',30',North,"9,400'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Provo,Arrowhead Slide Path,Natural,Surface Hoar,,800',"2,000'",Northwest,"11,200'","38.500792000000, -109.252167000000",,,,,,
2/21/2010,Salt Lake,lake Peak,Skier,,"12""",40',100',Northeast,,"0.000000000000, 0.000000000000",1,1,1,,,
2/21/2010,Salt Lake,Upper Mill Creek,Skier,Surface Hoar,"12""",40',100',North,,"40.669762000000, -111.604374000000",,,,,,
2/21/2010,Salt Lake,Toll Canyon,Skier,Surface Hoar,,,60',North,"7,600'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Logan,Lower Steep Hollow ridge,Snowmobiler,Surface Hoar,"16""",125',,Northeast,"7,500'","41.959517000000, -111.596499000000",,,,,,
2/21/2010,Salt Lake,Butler Fork,Unknown,Surface Hoar,"12""",80',250',North,"8,800'","0.000000000000, 0.000000000000",1,1,1,,,
2/21/2010,Moab,North Ridge of Tukunikuvatz,Natural,New Snow,,,,Northwest,"11,400'","38.444615000000, -109.257746000000",,,,,,
2/21/2010,Salt Lake,Flanigans,Skier,,"12""",50',,Northwest,"9,400'","40.607209000000, -111.618261000000",,,,,,
2/21/2010,Moab,Middle Cirque,Natural,New Snow/Old Snow Interface,4',500',700',Northeast,"11,300'","38.444380000000, -109.255557000000",,,,,,
2/21/2010,Salt Lake,Wilson Glade,Skier,Surface Hoar,"10""",80',,Northeast,"9,000'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Abajos,East Face,Natural,New Snow/Old Snow Interface,,300',"1,000'",East,"10,200'","37.809241000000, -109.450092000000",,,,,,
2/21/2010,Salt Lake,Meadows,Unknown,,"12""",40',200',North,"9,600'","0.000000000000, 0.000000000000",,,,,,
2/21/2010,Abajos,SE face,Natural,New Snow/Old Snow Interface,,600',"1,250'",Southeast,"11,100'","37.838191000000, -109.461894000000",,,,,,
2/20/2010,Salt Lake,Mineral Fork,Skier,Surface Hoar,"15""",125',150',North,"9,200'","0.000000000000, 0.000000000000",,,,,,
2/20/2010,Salt Lake,Lambs Canyon,Skier,Surface Hoar,"12""",150',300',Northeast,"8,900'","0.000000000000, 0.000000000000",,,,,,
2/20/2010,Salt Lake,Montreal Hill,Skier,,"18""",70',,North,,"40.612324000000, -111.662421000000",,,,,,
2/20/2010,Salt Lake,Argenta,Skier,,"12""",100',,Northeast,"8,800'","0.000000000000, 0.000000000000",,,,,,
2/20/2010,Salt Lake,Park City Ridgeline,Skier,Surface Hoar,"12""",,,North,"8,700'","0.000000000000, 0.000000000000",,,,,,
2/20/2010,Salt Lake,Argenta Chutes,Skier,Surface Hoar,"14""",125',"1,250'",North,"8,400'","0.000000000000, 0.000000000000",,,,,,
2/20/2010,Ogden,Snowbasin Backcountry,Snowboarder,,"18""",60',800',North,"9,400'","0.000000000000, 0.000000000000",1,1,,,,
2/20/2010,Uintas,Bald Mtn Pass,Natural,,"12""",100',350',South,"11,400'","40.692901000000, -110.906678000000",,,,,,
2/20/2010,Salt Lake,Little Pine,Skier,,,,"2,500'",,"10,400'","0.000000000000, 0.000000000000",,,,,,
2/20/2010,Moab,Moab,Unknown,New Snow,2.5',"1,500'","1,000'",North,"11,200'","38.451169000000, -109.264612000000",,,,,,
2/20/2010,Moab,Gravel Pit Lanes,Unknown,New Snow,3',"1,500'","1,500'",Northeast,"11,600'","38.447405000000, -109.263797000000",,,,,,
2/20/2010,Salt Lake,Salt Lake,Skier,Surface Hoar,"12""",200',,Northwest,"9,600'","40.603787000000, -111.567707000000",,,,,,
2/20/2010,Salt Lake,Toledo Peak,Skier,,"12""",60',800',Northwest,"10,200'","40.597592000000, -111.649585000000",,,,,,
2/20/2010,Moab,Upper Horse Creek,Natural,New Snow/Old Snow Interface,4.5',"3,500'",,Northeast,"12,000'","38.455807000000, -109.239292000000",,,,,,
2/20/2010,Salt Lake,Cardiff Peak,Unknown,,"14""",70',400',North,"10,100'","40.595381000000, -111.652679000000",,,,,,
2/20/2010,Logan,Lookout Peak,Skier,Surface Hoar,"15""",90',,,,"0.000000000000, 0.000000000000",,,,,,
2/19/2010,Logan,Cougar Peak,Natural,Facets,,,,West,"9,300'","41.912114000000, -111.719713000000",,,,,,
2/19/2010,Salt Lake,Lower Mineral,Skier,Surface Hoar,"10""",50',50',Northeast,"9,000'","40.618839000000, -111.689329000000",,,,,,
2/19/2010,Logan,Pt. 9421,Natural,Facets,,,"2,000'",East,"9,200'","41.934370000000, -111.704993000000",,,,,,
2/19/2010,Salt Lake,Broads Fork,Natural,Surface Hoar,3',200',400',Northeast,"9,500'","40.601832000000, -111.719456000000",,,,,,
